PsrID,FullName,ShortName,Extension
560,04-Enel Distribución\I. Macul 6 (Metro).ElmLod,I. Macul 6 (Metro),ElmLod
561,04-Enel Distribución\I. Metro 1.ElmLod,I. Metro 1,ElmLod
562,04-Enel Distribución\I. Metro 2.ElmLod,I. Metro 2,ElmLod
563,04-Enel Distribución\I. Metro 3.ElmLod,I. Metro 3,ElmLod
564,04-Enel Distribución\I. Neptuno 1.ElmLod,I. Neptuno 1,ElmLod
565,04-Enel Distribución\I. Neptuno 2.ElmLod,I. Neptuno 2,ElmLod
566,04-Enel Distribución\I. Polpaico 1.ElmLod,I. Polpaico 1,ElmLod
567,04-Enel Distribución\I. Polpaico 2.ElmLod,I. Polpaico 2,ElmLod
568,04-Enel Distribución\I. San Jose Maipo.ElmLod,I. San Jose Maipo,ElmLod
569,04-Enel Distribución\I. Santa Raquel 5 (Metro).ElmLod,I. Santa Raquel 5 (Metro),ElmLod
570,04-Enel Distribución\R. Altamirano 1.ElmLod,R. Altamirano 1,ElmLod
571,04-Enel Distribución\R. Altamirano 2.ElmLod,R. Altamirano 2,ElmLod
572,04-Enel Distribución\R. Altamirano 3.ElmLod,R. Altamirano 3,ElmLod
573,04-Enel Distribución\R. Altamirano 4.ElmLod,R. Altamirano 4,ElmLod
574,04-Enel Distribución\R. Andes 1.ElmLod,R. Andes 1,ElmLod
575,04-Enel Distribución\R. Andes 2.ElmLod,R. Andes 2,ElmLod
576,04-Enel Distribución\R. Apoquindo 1.ElmLod,R. Apoquindo 1,ElmLod
577,04-Enel Distribución\R. Apoquindo 2.ElmLod,R. Apoquindo 2,ElmLod
578,04-Enel Distribución\R. Apoquindo 3.ElmLod,R. Apoquindo 3,ElmLod
579,04-Enel Distribución\R. Apoquindo 4.ElmLod,R. Apoquindo 4,ElmLod
580,04-Enel Distribución\R. Apoquindo 6.ElmLod,R. Apoquindo 6,ElmLod
581,04-Enel Distribución\R. Batuco 1.ElmLod,R. Batuco 1,ElmLod
582,04-Enel Distribución\R. Batuco 2.ElmLod,R. Batuco 2,ElmLod
583,04-Enel Distribución\R. Batuco 3.ElmLod,R. Batuco 3,ElmLod
584,04-Enel Distribución\R. Bicentenario 1.ElmLod,R. Bicentenario 1,ElmLod
585,04-Enel Distribución\R. Bicentenario 2.ElmLod,R. Bicentenario 2,ElmLod
586,04-Enel Distribución\R. Brasil 1.ElmLod,R. Brasil 1,ElmLod
587,04-Enel Distribución\R. Brasil 2.ElmLod,R. Brasil 2,ElmLod
588,04-Enel Distribución\R. Brasil 3.ElmLod,R. Brasil 3,ElmLod
589,04-Enel Distribución\R. Carrascal 1.ElmLod,R. Carrascal 1,ElmLod
590,04-Enel Distribución\R. Carrascal 2.ElmLod,R. Carrascal 2,ElmLod
591,04-Enel Distribución\R. Carrascal 3.ElmLod,R. Carrascal 3,ElmLod
592,04-Enel Distribución\R. Chacabuco 1.ElmLod,R. Chacabuco 1,ElmLod
593,04-Enel Distribución\R. Chacabuco 2.ElmLod,R. Chacabuco 2,ElmLod
594,04-Enel Distribución\R. Chacabuco 3.ElmLod,R. Chacabuco 3,ElmLod
595,04-Enel Distribución\R. Chacabuco 4.ElmLod,R. Chacabuco 4,ElmLod
596,04-Enel Distribución\R. Chacabuco 6.ElmLod,R. Chacabuco 6,ElmLod
597,04-Enel Distribución\R. Chacabuco 7.ElmLod,R. Chacabuco 7,ElmLod
598,04-Enel Distribución\R. Chacabuco 8.ElmLod,R. Chacabuco 8,ElmLod
599,04-Enel Distribución\R. Chicureo 1.ElmLod,R. Chicureo 1,ElmLod
600,04-Enel Distribución\R. Chicureo 2.ElmLod,R. Chicureo 2,ElmLod
601,04-Enel Distribución\R. Club Hípico 1.ElmLod,R. Club Hípico 1,ElmLod
602,04-Enel Distribución\R. Club Hípico 3.ElmLod,R. Club Hípico 3,ElmLod
603,04-Enel Distribución\R. Club Hípico 4 y 2.ElmLod,R. Club Hípico 4 y 2,ElmLod
604,04-Enel Distribución\R. Cordova 1.ElmLod,R. Cordova 1,ElmLod
605,04-Enel Distribución\R. Cordova 2.ElmLod,R. Cordova 2,ElmLod
606,04-Enel Distribución\R. Cordova 3.ElmLod,R. Cordova 3,ElmLod
607,04-Enel Distribución\R. Cordova 4.ElmLod,R. Cordova 4,ElmLod
608,04-Enel Distribución\R. Costanera 1.ElmLod,R. Costanera 1,ElmLod
609,04-Enel Distribución\R. Curacaví 1.ElmLod,R. Curacaví 1,ElmLod
610,04-Enel Distribución\R. Curacaví 2.ElmLod,R. Curacaví 2,ElmLod
611,04-Enel Distribución\R. Curacaví 3.ElmLod,R. Curacaví 3,ElmLod
612,04-Enel Distribución\R. Curacaví 4.ElmLod,R. Curacaví 4,ElmLod
613,04-Enel Distribución\R. El Manzano 2.ElmLod,R. El Manzano 2,ElmLod
614,04-Enel Distribución\R. El Manzano 4.ElmLod,R. El Manzano 4,ElmLod
615,04-Enel Distribución\R. Florida.ElmLod,R. Florida,ElmLod
616,04-Enel Distribución\R. La Cisterna 1.ElmLod,R. La Cisterna 1,ElmLod
617,04-Enel Distribución\R. La Cisterna 2.ElmLod,R. La Cisterna 2,ElmLod
618,04-Enel Distribución\R. La Cisterna 3.ElmLod,R. La Cisterna 3,ElmLod
619,04-Enel Distribución\R. La Cisterna 5.ElmLod,R. La Cisterna 5,ElmLod
620,04-Enel Distribución\R. La Dehesa 1.ElmLod,R. La Dehesa 1,ElmLod
621,04-Enel Distribución\R. La Dehesa 2.ElmLod,R. La Dehesa 2,ElmLod
622,04-Enel Distribución\R. La Dehesa 3.ElmLod,R. La Dehesa 3,ElmLod
623,04-Enel Distribución\R. La Dehesa 4.ElmLod,R. La Dehesa 4,ElmLod
624,04-Enel Distribución\R. La Reina 1.ElmLod,R. La Reina 1,ElmLod
625,04-Enel Distribución\R. La Reina 2.ElmLod,R. La Reina 2,ElmLod
626,04-Enel Distribución\R. La Reina 3.ElmLod,R. La Reina 3,ElmLod
627,04-Enel Distribución\R. La Reina 4.ElmLod,R. La Reina 4,ElmLod
628,04-Enel Distribución\R. Las Acacias 1.ElmLod,R. Las Acacias 1,ElmLod
629,04-Enel Distribución\R. Las Acacias 2.ElmLod,R. Las Acacias 2,ElmLod
630,04-Enel Distribución\R. Las Acacias 3.ElmLod,R. Las Acacias 3,ElmLod
631,04-Enel Distribución\R. Lo Boza 1.ElmLod,R. Lo Boza 1,ElmLod
632,04-Enel Distribución\R. Lo Boza 2.ElmLod,R. Lo Boza 2,ElmLod
633,04-Enel Distribución\R. Lo Boza 3.ElmLod,R. Lo Boza 3,ElmLod
634,04-Enel Distribución\R. Lo Boza 4.ElmLod,R. Lo Boza 4,ElmLod
635,04-Enel Distribución\R. Lo Boza 5.ElmLod,R. Lo Boza 5,ElmLod
636,04-Enel Distribución\R. Lo Boza 6.ElmLod,R. Lo Boza 6,ElmLod
637,04-Enel Distribución\R. Lo Prado.ElmLod,R. Lo Prado,ElmLod
638,04-Enel Distribución\R. Lo Valledor 1.ElmLod,R. Lo Valledor 1,ElmLod
639,04-Enel Distribución\R. Lo Valledor 2.ElmLod,R. Lo Valledor 2,ElmLod
640,04-Enel Distribución\R. Lo Valledor 3.ElmLod,R. Lo Valledor 3,ElmLod
641,04-Enel Distribución\R. Lo Valledor 4.ElmLod,R. Lo Valledor 4,ElmLod
642,04-Enel Distribución\R. Lord Cochrane 1.ElmLod,R. Lord Cochrane 1,ElmLod
643,04-Enel Distribución\R. Lord Cochrane 2.ElmLod,R. Lord Cochrane 2,ElmLod
644,04-Enel Distribución\R. Lord Cochrane 3.ElmLod,R. Lord Cochrane 3,ElmLod
645,04-Enel Distribución\R. Los Dominicos 1.ElmLod,R. Los Dominicos 1,ElmLod
646,04-Enel Distribución\R. Los Dominicos 2.ElmLod,R. Los Dominicos 2,ElmLod
647,04-Enel Distribución\R. Los Dominicos 3.ElmLod,R. Los Dominicos 3,ElmLod
648,04-Enel Distribución\R. Macul 1(1).ElmLod,R. Macul 1(1),ElmLod
649,04-Enel Distribución\R. Macul 2.ElmLod,R. Macul 2,ElmLod
650,04-Enel Distribución\R. Macul 3.ElmLod,R. Macul 3,ElmLod
651,04-Enel Distribución\R. Macul 4.ElmLod,R. Macul 4,ElmLod
652,04-Enel Distribución\R. Maipu 1.ElmLod,R. Maipu 1,ElmLod
653,04-Enel Distribución\R. Maipu 2.ElmLod,R. Maipu 2,ElmLod
654,04-Enel Distribución\R. Maipu 4.ElmLod,R. Maipu 4,ElmLod
655,04-Enel Distribución\R. Malloco 1.ElmLod,R. Malloco 1,ElmLod
656,04-Enel Distribución\R. Malloco 2.ElmLod,R. Malloco 2,ElmLod
657,04-Enel Distribución\R. Malloco 3.ElmLod,R. Malloco 3,ElmLod
658,04-Enel Distribución\R. Malloco 4.ElmLod,R. Malloco 4,ElmLod
659,04-Enel Distribución\R. Mariscal 1.ElmLod,R. Mariscal 1,ElmLod
660,04-Enel Distribución\R. Mariscal 2.ElmLod,R. Mariscal 2,ElmLod
661,04-Enel Distribución\R. Mariscal 3.ElmLod,R. Mariscal 3,ElmLod
662,04-Enel Distribución\R. Ochagavia 1.ElmLod,R. Ochagavia 1,ElmLod
663,04-Enel Distribución\R. Ochagavia 2.ElmLod,R. Ochagavia 2,ElmLod
664,04-Enel Distribución\R. Padre Hurtado.ElmLod,R. Padre Hurtado,ElmLod
665,04-Enel Distribución\R. Pajaritos 1.ElmLod,R. Pajaritos 1,ElmLod
666,04-Enel Distribución\R. Pajaritos 2.ElmLod,R. Pajaritos 2,ElmLod
667,04-Enel Distribución\R. Pajaritos 3.ElmLod,R. Pajaritos 3,ElmLod
668,04-Enel Distribución\R. Pajaritos 4.ElmLod,R. Pajaritos 4,ElmLod
669,04-Enel Distribución\R. Panamericana 1.ElmLod,R. Panamericana 1,ElmLod
670,04-Enel Distribución\R. Panamericana 2.ElmLod,R. Panamericana 2,ElmLod
671,04-Enel Distribución\R. Panamericana 4.ElmLod,R. Panamericana 4,ElmLod
672,04-Enel Distribución\R. Pintana 1.ElmLod,R. Pintana 1,ElmLod
673,04-Enel Distribución\R. Pintana 2.ElmLod,R. Pintana 2,ElmLod
674,04-Enel Distribución\R. Pintana 3.ElmLod,R. Pintana 3,ElmLod
675,04-Enel Distribución\R. Pintana 4.ElmLod,R. Pintana 4,ElmLod
676,04-Enel Distribución\R. Pudahuel 1.ElmLod,R. Pudahuel 1,ElmLod
677,04-Enel Distribución\R. Pudahuel 2.ElmLod,R. Pudahuel 2,ElmLod
678,04-Enel Distribución\R. Pudahuel 3.ElmLod,R. Pudahuel 3,ElmLod
679,04-Enel Distribución\R. Pudahuel 4.ElmLod,R. Pudahuel 4,ElmLod
680,04-Enel Distribución\R. Quilicura 1.ElmLod,R. Quilicura 1,ElmLod
681,04-Enel Distribución\R. Quilicura 2.ElmLod,R. Quilicura 2,ElmLod
682,04-Enel Distribución\R. Quilicura 3.ElmLod,R. Quilicura 3,ElmLod
683,04-Enel Distribución\R. Quilicura 4.ElmLod,R. Quilicura 4,ElmLod
684,04-Enel Distribución\R. Recoleta 1.ElmLod,R. Recoleta 1,ElmLod
685,04-Enel Distribución\R. Recoleta 2.ElmLod,R. Recoleta 2,ElmLod
686,04-Enel Distribución\R. Recoleta 3.ElmLod,R. Recoleta 3,ElmLod
687,04-Enel Distribución\R. Recoleta 4.ElmLod,R. Recoleta 4,ElmLod
688,04-Enel Distribución\R. SANTA MARTA 1.ElmLod,R. SANTA MARTA 1,ElmLod
689,04-Enel Distribución\R. SANTA MARTA 2.ElmLod,R. SANTA MARTA 2,ElmLod
690,04-Enel Distribución\R. SANTA MARTA 3.ElmLod,R. SANTA MARTA 3,ElmLod
691,04-Enel Distribución\R. SANTA MARTA 4.ElmLod,R. SANTA MARTA 4,ElmLod
692,04-Enel Distribución\R. San Cristobal 1.ElmLod,R. San Cristobal 1,ElmLod
693,04-Enel Distribución\R. San Cristobal 2.ElmLod,R. San Cristobal 2,ElmLod
694,04-Enel Distribución\R. San Cristobal 3.ElmLod,R. San Cristobal 3,ElmLod
695,04-Enel Distribución\R. San Cristobal 4.ElmLod,R. San Cristobal 4,ElmLod
696,04-Enel Distribución\R. San Cristobal 5.ElmLod,R. San Cristobal 5,ElmLod
697,04-Enel Distribución\R. San Joaquin 1.ElmLod,R. San Joaquin 1,ElmLod
698,04-Enel Distribución\R. San Joaquin 2.ElmLod,R. San Joaquin 2,ElmLod
699,04-Enel Distribución\R. San Joaquin 3.ElmLod,R. San Joaquin 3,ElmLod
700,04-Enel Distribución\R. San Joaquin 4.ElmLod,R. San Joaquin 4,ElmLod
701,04-Enel Distribución\R. San Jose 1.ElmLod,R. San Jose 1,ElmLod
702,04-Enel Distribución\R. San Jose 2.ElmLod,R. San Jose 2,ElmLod
703,04-Enel Distribución\R. San Jose 3.ElmLod,R. San Jose 3,ElmLod
704,04-Enel Distribución\R. San Jose 4.ElmLod,R. San Jose 4,ElmLod
705,04-Enel Distribución\R. San Jose Maipo.ElmLod,R. San Jose Maipo,ElmLod
706,04-Enel Distribución\R. San Pablo 1.ElmLod,R. San Pablo 1,ElmLod
707,04-Enel Distribución\R. San Pablo 2.ElmLod,R. San Pablo 2,ElmLod
708,04-Enel Distribución\R. San Pablo 3.ElmLod,R. San Pablo 3,ElmLod
709,04-Enel Distribución\R. Santa Elena 1.ElmLod,R. Santa Elena 1,ElmLod
710,04-Enel Distribución\R. Santa Elena 2.ElmLod,R. Santa Elena 2,ElmLod
711,04-Enel Distribución\R. Santa Elena 3.ElmLod,R. Santa Elena 3,ElmLod
712,04-Enel Distribución\R. Santa Elena 4.ElmLod,R. Santa Elena 4,ElmLod
713,04-Enel Distribución\R. Santa Raquel 1.ElmLod,R. Santa Raquel 1,ElmLod
714,04-Enel Distribución\R. Santa Raquel 2.ElmLod,R. Santa Raquel 2,ElmLod
715,04-Enel Distribución\R. Santa Raquel 4.ElmLod,R. Santa Raquel 4,ElmLod
716,04-Enel Distribución\R. Santa Rosa Sur 1.ElmLod,R. Santa Rosa Sur 1,ElmLod
717,04-Enel Distribución\R. Santa Rosa Sur 2.ElmLod,R. Santa Rosa Sur 2,ElmLod
718,04-Enel Distribución\R. Santa Rosa Sur 3.ElmLod,R. Santa Rosa Sur 3,ElmLod
719,04-Enel Distribución\R. Santa Rosa Sur 4.ElmLod,R. Santa Rosa Sur 4,ElmLod
720,04-Enel Distribución\R. Vitacura 1.ElmLod,R. Vitacura 1,ElmLod
721,04-Enel Distribución\R. Vitacura 2.ElmLod,R. Vitacura 2,ElmLod
722,04-Enel Distribución\R. Vitacura 3.ElmLod,R. Vitacura 3,ElmLod
723,04-Enel Distribución\R. Vitacura 4.ElmLod,R. Vitacura 4,ElmLod
724,04-Enel Distribución\R.Bajos de Mena.ElmLod,R.Bajos de Mena,ElmLod
725,04-Enel Distribución\SS/AA HP Alfalfal U1.ElmLod,SS/AA HP Alfalfal U1,ElmLod
726,04-Enel Distribución\SS/AA HP Queltehues.ElmLod,SS/AA HP Queltehues,ElmLod
727,04-Enel Distribución\S/E BICENTENARIO 110 kV\R. Bicentenario 3.ElmLod,R. Bicentenario 3,ElmLod
728,04-Enel Distribución\S/E BRASIL 110 kV\R. Brasil 4.ElmLod,R. Brasil 4,ElmLod
729,04-Enel Distribución\S/E CLUB HIPICO 110 kV\R. Club Hípico 6.ElmLod,R. Club Hípico 6,ElmLod
730,04-Enel Distribución\S/E COSTANERA 110 kV\R. Costanera 2.ElmLod,R. Costanera 2,ElmLod
731,04-Enel Distribución\S/E LA LAJA EC\SS/AA HP Guayacán A.Maipo.ElmLod,SS/AA HP Guayacán A.Maipo,ElmLod
732,04-Enel Distribución\S/E LAMPA 220 kV\OA_D171.ElmLod,OA_D171,ElmLod
733,04-Enel Distribución\S/E LAS CANTERAS 110kV\I. Data center 1.ElmLod,I. Data center 1,ElmLod
734,04-Enel Distribución\S/E LAS CANTERAS 110kV\I. Data center 2.ElmLod,I. Data center 2,ElmLod
735,04-Enel Distribución\S/E LAS CANTERAS 110kV\I. Data center 3.ElmLod,I. Data center 3,ElmLod
736,04-Enel Distribución\S/E MAITENES 110 kV\R. Maitenes.ElmLod,R. Maitenes,ElmLod
737,04-Enel Distribución\S/E MAITENES 110 kV\SS/AA HP Maitenes.ElmLod,SS/AA HP Maitenes,ElmLod
738,04-Enel Distribución\S/E PANAMERICANA 110 kV\ODATA 1.ElmLod,ODATA 1,ElmLod
739,04-Enel Distribución\S/E PANAMERICANA 110 kV\ODATA 2.ElmLod,ODATA 2,ElmLod
740,04-Enel Distribución\S/E PANAMERICANA 110 kV\R. Panamericana 3.ElmLod,R. Panamericana 3,ElmLod
741,04-Enel Distribución\S/E PUENTE ALTO\R. Pte. Alto 1.ElmLod,R. Pte. Alto 1,ElmLod
742,04-Enel Distribución\S/E PUENTE ALTO\R. Pte. Alto 2.ElmLod,R. Pte. Alto 2,ElmLod
743,04-Enel Distribución\S/E PUENTE ALTO\R. Pte. Alto 3.ElmLod,R. Pte. Alto 3,ElmLod
744,04-Enel Distribución\S/E PUNTA PEUCO 110 kV\R. Punta Peuco.ElmLod,R. Punta Peuco,ElmLod
745,04-Enel Distribución\S/E SAN BERNARDO 110 kV\R. San Bernardo 1.ElmLod,R. San Bernardo 1,ElmLod
746,04-Enel Distribución\S/E SAN BERNARDO 110 kV\R. San Bernardo 2.ElmLod,R. San Bernardo 2,ElmLod
747,04-Enel Distribución\S/E SAN BERNARDO 110 kV\R. San Bernardo 3.ElmLod,R. San Bernardo 3,ElmLod
748,04-Enel Distribución\S/E SAN BERNARDO 110 kV\R. San Bernardo 4.ElmLod,R. San Bernardo 4,ElmLod
749,04-Enel Distribución\S/E SAN BERNARDO 110 kV\R. San Bernardo 5.ElmLod,R. San Bernardo 5,ElmLod
750,04-Enel Distribución\S/E SANTA MARTA 110 kV\R. SANTA MARTA 5.ElmLod,R. SANTA MARTA 5,ElmLod
751,04-Enel Distribución\S/E SANTA RAQUEL 110 kV\R. Santa Raquel 6.ElmLod,R. Santa Raquel 6,ElmLod
752,04-Enel Distribución\S/E SANTA ROSA SUR 110 kV\R. Santa Rosa Sur 6.ElmLod,R. Santa Rosa Sur 6,ElmLod
753,06-Troncal_Qui-Cha\I. Ancoa 220 kV.ElmLod,I. Ancoa 220 kV,ElmLod
754,06-Troncal_Qui-Cha\I. Confluencia 220 kV 1.ElmLod,I. Confluencia 220 kV 1,ElmLod
755,06-Troncal_Qui-Cha\I. Confluencia 220 kV 2.ElmLod,I. Confluencia 220 kV 2,ElmLod
756,06-Troncal_Qui-Cha\I. Las Arañas.ElmLod,I. Las Arañas,ElmLod
757,06-Troncal_Qui-Cha\I. Las Tortolas 220 kV 1.ElmLod,I. Las Tortolas 220 kV 1,ElmLod
758,06-Troncal_Qui-Cha\I. Las Tortolas 220 kV 2.ElmLod,I. Las Tortolas 220 kV 2,ElmLod
759,06-Troncal_Qui-Cha\I. Las Tortolas 220 kV 3.ElmLod,I. Las Tortolas 220 kV 3,ElmLod
760,06-Troncal_Qui-Cha\I. Maitenes 220 kV 1.ElmLod,I. Maitenes 220 kV 1,ElmLod
761,06-Troncal_Qui-Cha\I. Maitenes 220 kV 2.ElmLod,I. Maitenes 220 kV 2,ElmLod
762,06-Troncal_Qui-Cha\I. Maitenes 220 kV 3.ElmLod,I. Maitenes 220 kV 3,ElmLod
763,06-Troncal_Qui-Cha\I. Reguladora Rapel 66 kV.ElmLod,I. Reguladora Rapel 66 kV,ElmLod
764,06-Troncal_Qui-Cha\I. Santa Filomena 220 kV.ElmLod,I. Santa Filomena 220 kV,ElmLod
765,06-Troncal_Qui-Cha\I. Sauzalito 13.8 kV.ElmLod,I. Sauzalito 13.8 kV,ElmLod
766,06-Troncal_Qui-Cha\R. Alcones 66 kV 1.ElmLod,R. Alcones 66 kV 1,ElmLod
767,06-Troncal_Qui-Cha\R. Alcones 66 kV 2.ElmLod,R. Alcones 66 kV 2,ElmLod
768,06-Troncal_Qui-Cha\R. Alhué 66 kV.ElmLod,R. Alhué 66 kV,ElmLod
769,06-Troncal_Qui-Cha\R. Ancoa 220 kV.ElmLod,R. Ancoa 220 kV,ElmLod
770,06-Troncal_Qui-Cha\R. Bollenar 66 kV.ElmLod,R. Bollenar 66 kV,ElmLod
771,06-Troncal_Qui-Cha\R. Chocalán 66 kV.ElmLod,R. Chocalán 66 kV,ElmLod
772,06-Troncal_Qui-Cha\R. El Peumo 66 kV.ElmLod,R. El Peumo 66 kV,ElmLod
773,06-Troncal_Qui-Cha\R. Esperanza 66 kV.ElmLod,R. Esperanza 66 kV,ElmLod
774,06-Troncal_Qui-Cha\R. La Manga 66 kV.ElmLod,R. La Manga 66 kV,ElmLod
775,06-Troncal_Qui-Cha\R. Las Arañas.ElmLod,R. Las Arañas,ElmLod
776,06-Troncal_Qui-Cha\R. Lihueimo 1 66 kV.ElmLod,R. Lihueimo 1 66 kV,ElmLod
777,06-Troncal_Qui-Cha\R. Lihueimo 2 66 kV.ElmLod,R. Lihueimo 2 66 kV,ElmLod
778,06-Troncal_Qui-Cha\R. Lihueimo 3 66 kV.ElmLod,R. Lihueimo 3 66 kV,ElmLod
779,06-Troncal_Qui-Cha\R. Mandinga 66 kV.ElmLod,R. Mandinga 66 kV,ElmLod
780,06-Troncal_Qui-Cha\R. Marchigue 1.ElmLod,R. Marchigue 1,ElmLod
781,06-Troncal_Qui-Cha\R. Marchigue 2.ElmLod,R. Marchigue 2,ElmLod
782,06-Troncal_Qui-Cha\R. Melipilla 1 110 kV.ElmLod,R. Melipilla 1 110 kV,ElmLod
783,06-Troncal_Qui-Cha\R. Melipilla 3 110 kV.ElmLod,R. Melipilla 3 110 kV,ElmLod
784,06-Troncal_Qui-Cha\R. Melipilla 4 110 kV.ElmLod,R. Melipilla 4 110 kV,ElmLod
785,06-Troncal_Qui-Cha\R. Paniahue 66 kV.ElmLod,R. Paniahue 66 kV,ElmLod
786,06-Troncal_Qui-Cha\R. Portezuelo 66 kV.ElmLod,R. Portezuelo 66 kV,ElmLod
787,06-Troncal_Qui-Cha\R. Santa Cruz 66 kV.ElmLod,R. Santa Cruz 66 kV,ElmLod
788,06-Troncal_Qui-Cha\R. Santa Rosa 66 kV.ElmLod,R. Santa Rosa 66 kV,ElmLod
789,06-Troncal_Qui-Cha\R. Sauzalito.ElmLod,R. Sauzalito,ElmLod
790,06-Troncal_Qui-Cha\SS/AA HE Rapel_2.ElmLod,SS/AA HE Rapel_2,ElmLod
791,06-Troncal_Qui-Cha\SS/AA S/E Polpaico.ElmLod,SS/AA S/E Polpaico,ElmLod
792,06-Troncal_Qui-Cha\SS/AA TER Nehuenco CC1-TV.ElmLod,SS/AA TER Nehuenco CC1-TV,ElmLod
793,06-Troncal_Qui-Cha\SS/AA TER San Isidro CC1-TV.ElmLod,SS/AA TER San Isidro CC1-TV,ElmLod
794,06-Troncal_Qui-Cha\S/E CENTRAL RAPEL (ENEL GEN) 220 kV\SS/AA HE Rapel_1.ElmLod,SS/AA HE Rapel_1,ElmLod
795,06-Troncal_Qui-Cha\SE PE La Estrella 110 kV\SS/AA PE La Estrella.ElmLod,SS/AA PE La Estrella,ElmLod
796,07-Sistema154 - 66 kV (Centro)\I. Buin 66 kV.ElmLod,I. Buin 66 kV,ElmLod
797,07-Sistema154 - 66 kV (Centro)\I. CAP Rengo.ElmLod,I. CAP Rengo,ElmLod
798,07-Sistema154 - 66 kV (Centro)\I. CYD (DOLE) 66 kV.ElmLod,I. CYD (DOLE) 66 kV,ElmLod
799,07-Sistema154 - 66 kV (Centro)\I. Cachapoal 66 kV.ElmLod,I. Cachapoal 66 kV,ElmLod
800,07-Sistema154 - 66 kV (Centro)\I. Celco 6 kV.ElmLod,I. Celco 6 kV,ElmLod
801,07-Sistema154 - 66 kV (Centro)\I. Cocharcas 66 kV.ElmLod,I. Cocharcas 66 kV,ElmLod
802,07-Sistema154 - 66 kV (Centro)\I. Colchagua 66 kV.ElmLod,I. Colchagua 66 kV,ElmLod
803,07-Sistema154 - 66 kV (Centro)\I. Curico 66 kV.ElmLod,I. Curico 66 kV,ElmLod
804,07-Sistema154 - 66 kV (Centro)\I. Curico FFCC 66 kV.ElmLod,I. Curico FFCC 66 kV,ElmLod
805,07-Sistema154 - 66 kV (Centro)\I. El Teniente (Hornos de Arco) 66 1R.ElmLod,I. El Teniente (Hornos de Arco) 66 1R,ElmLod
806,07-Sistema154 - 66 kV (Centro)\I. El Teniente (Hornos de Arco) 66 2R.ElmLod,I. El Teniente (Hornos de Arco) 66 2R,ElmLod
807,07-Sistema154 - 66 kV (Centro)\I. El Teniente (Hornos de Arco) 66kV 1R2.ElmLod,I. El Teniente (Hornos de Arco) 66kV 1R2,ElmLod
808,07-Sistema154 - 66 kV (Centro)\I. El Teniente (Hornos de Arco) 66kV 2R2.ElmLod,I. El Teniente (Hornos de Arco) 66kV 2R2,ElmLod
809,07-Sistema154 - 66 kV (Centro)\I. FFCC Buin 66 kV.ElmLod,I. FFCC Buin 66 kV,ElmLod
810,07-Sistema154 - 66 kV (Centro)\I. FFCC San Fernando 66 kV.ElmLod,I. FFCC San Fernando 66 kV,ElmLod
811,07-Sistema154 - 66 kV (Centro)\I. Graneros 66 kV.ElmLod,I. Graneros 66 kV,ElmLod
812,07-Sistema154 - 66 kV (Centro)\I. Hospital 66 kV.ElmLod,I. Hospital 66 kV,ElmLod
813,07-Sistema154 - 66 kV (Centro)\I. I. Maipo 66 kV.ElmLod,I. I. Maipo 66 kV,ElmLod
814,07-Sistema154 - 66 kV (Centro)\I. Indura 66 kV.ElmLod,I. Indura 66 kV,ElmLod
815,07-Sistema154 - 66 kV (Centro)\I. Itahue 66 kV.ElmLod,I. Itahue 66 kV,ElmLod
816,07-Sistema154 - 66 kV (Centro)\I. La Ronda 66 kV.ElmLod,I. La Ronda 66 kV,ElmLod
817,07-Sistema154 - 66 kV (Centro)\I. Licantén 66 kV.ElmLod,I. Licantén 66 kV,ElmLod
818,07-Sistema154 - 66 kV (Centro)\I. Lirios 66 kV.ElmLod,I. Lirios 66 kV,ElmLod
819,07-Sistema154 - 66 kV (Centro)\I. Lo Miranda 66 kV.ElmLod,I. Lo Miranda 66 kV,ElmLod
820,07-Sistema154 - 66 kV (Centro)\I. Longavi 66kV.ElmLod,I. Longavi 66kV,ElmLod
821,07-Sistema154 - 66 kV (Centro)\I. MDP Teno 13.2 kV.ElmLod,I. MDP Teno 13.2 kV,ElmLod
822,07-Sistema154 - 66 kV (Centro)\I. Malloa 66 kV.ElmLod,I. Malloa 66 kV,ElmLod
823,07-Sistema154 - 66 kV (Centro)\I. Minera Valle Central 4.16 kV 1.ElmLod,I. Minera Valle Central 4.16 kV 1,ElmLod
824,07-Sistema154 - 66 kV (Centro)\I. Minera Valle Central 4.16 kV 2.ElmLod,I. Minera Valle Central 4.16 kV 2,ElmLod
825,07-Sistema154 - 66 kV (Centro)\I. Nueva Aldea 15 kV.ElmLod,I. Nueva Aldea 15 kV,ElmLod
826,07-Sistema154 - 66 kV (Centro)\I. P.Talagante 12 kV.ElmLod,I. P.Talagante 12 kV,ElmLod
827,07-Sistema154 - 66 kV (Centro)\I. Panguilemo 66kV.ElmLod,I. Panguilemo 66kV,ElmLod
828,07-Sistema154 - 66 kV (Centro)\I. Planta Viñales 13.2 kV 1.ElmLod,I. Planta Viñales 13.2 kV 1,ElmLod
829,07-Sistema154 - 66 kV (Centro)\I. Planta Viñales 13.2 kV 2.ElmLod,I. Planta Viñales 13.2 kV 2,ElmLod
830,07-Sistema154 - 66 kV (Centro)\I. Quinta 66 kV.ElmLod,I. Quinta 66 kV,ElmLod
831,07-Sistema154 - 66 kV (Centro)\I. Rosario 66 kV.ElmLod,I. Rosario 66 kV,ElmLod
